Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000285771	ENSG00000285771	7.508831076	0.007282469	Normal vs Doxo-treated	HSALNG0047876	integenic	Not conserved	hsa-miR-4472,hsa-miR-6803-5p	Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio	SSR1	TNMD
ENSG00000289911	ENSG00000289911	7.171277392	0.002512114	Normal vs Doxo-treated	HSALNG0050962	integenic	Q50	NA	Respiratory system disease,-	LGSN	TNMD
ENSG00000267943	ENSG00000267943	5.751612015	0.031601543	Normal vs Doxo-treated	HSALNG0145791	integenic	Not conserved	NA	NA	ERVV-1	TNMD
ENSG00000268621	IGFL2-AS1	5.336648626	0.049927633	Normal vs Doxo-treated	HSALNG0126652	anti_sense	Not conserved	hsa-miR-331-3p,hsa-miR-619-5p,hsa-miR-1231,hsa-miR-1202,hsa-miR-4318,hsa-miR-4274,hsa-miR-3620-5p,hsa-miR-1587,hsa-miR-4652-5p,hsa-miR-4691-5p,hsa-miR-6512-3p,hsa-miR-6728-3p,hsa-miR-6756-3p,hsa-miR-6791-3p,hsa-miR-6799-5p	Apolipoprotein b measurement; Low density lipoprotein cholesterol measurement,-	IGFL3	TNMD
ENSG00000237863	IRS4-AS1	5.542094261	0.041829311	Normal vs Doxo-treated	HSALNG0139480	anti_sense	Q90	hsa-miR-4277,hsa-miR-6838-5p	NA	COL4A5	TNMD
ENSG00000250302	LINC01618	6.026418488	0.019022301	Normal vs Doxo-treated	HSALNG0034427	integenic	Q50	NA	-	RASL11B	TNMD
ENSG00000260943	LINC02555	5.762754711	0.032196047	Normal vs Doxo-treated	HSALNG0090479	integenic	Q50	NA	Inflammatory bowel disease,Low density lipoprotein cholesterol measurement,Mean platelet volume; Platelet count,Bacteriemia,-	SLC2A13	TNMD
ENSG00000287709	ENSG00000287709	5.545366164	0.047964439	Normal vs Doxo-treated	HSALNG0042015	integenic	Q75	NA	-	GPBP1	TNMD
ENSG00000239593	ENSG00000239593	6.444321892	0.021561955	Normal vs Doxo-treated	HSALNG0074167	anti_sense	Not conserved	NA	-	STOM	TNMD
ENSG00000290829	ENSG00000290829	6.265896156	0.009967594	Normal vs Doxo-treated	NA	NA	NA	NA	NA	DEFB134	TNMD
ENSG00000261572	ENSG00000261572	5.648017765	0.035627603	Normal vs Doxo-treated	HSALNG0024984	anti_sense	Q50	NA	NA	OSBPL10	TNMD
ENSG00000289991	ENSG00000289991	5.841759711	0.041414599	Normal vs Doxo-treated	NA	NA	NA	NA	NA	DUS2	TNMD
ENSG00000260581	ENSG00000260581	5.957410186	0.030069798	Normal vs Doxo-treated	HSALNG0045906	anti_sense,sense	Q50	hsa-miR-433-3p,hsa-miR-619-5p,hsa-miR-1268b,hsa-miR-4800-3p	Folic acid measurement,Glycine measurement,Skin aging measurement,Pyroglutamine measurement,Protein measurement,Basophil count; Basophil percentage of leukocytes,Basophil count,Basophil percentage of leukocytes,Basophil percentage of granulocytes,Medial orbital frontal cortex volume measurement; Caudal anterior cingulate cortex volume measurement,Stroke,Body height,Fev/fec ratio; Response to bronchodilator,-,Colorectal health,Ischemic stroke,Adolescent idiopathic scoliosis,Body mass index	G3BP1	TNMD
ENSG00000288765	ENSG00000288765	8.110723886	0.005516918	Normal vs Doxo-treated	NA	NA	NA	NA	NA	PCDH17	TNMD
ENSG00000289168	ENSG00000289168	6.749053456	0.004841654	Normal vs Doxo-treated	NA	NA	NA	NA	NA	KATNAL2	TNMD
ENSG00000233154	LINC01762	4.081300746	0.043357578	Normal vs Doxo-treated	HSALNG0006329	sense	Q50	hsa-miR-619-5p,hsa-miR-670-5p,hsa-miR-920,hsa-miR-3160-5p,hsa-miR-4286,hsa-miR-4447,hsa-miR-4722-5p,hsa-miR-6089,hsa-miR-6132,hsa-miR-6776-5p	Covid-19,Diastolic blood pressure,Cystatin c measurement,Leukocyte count; Neutrophil count,Creatinine measurement,Systemic lupus erythematosus,Primary biliary cirrhosis,Response to sulfasalazine; Drug-induced agranulocytosis,Stressful life event measurement; Depressive symptom measurement,-	CD58	TNMD
ENSG00000235538	ENSG00000235538	6.987332482	0.003420585	Normal vs Doxo-treated	HSALNG0054960	integenic	Not conserved	hsa-miR-504-3p	NA	QKI	TNMD
ENSG00000251381	LINC00958	6.647326655	0.007562404	Normal vs Doxo-treated	HSALNG0082749	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-3178,hsa-miR-1268b,hsa-miR-4463,hsa-miR-1199-5p,hsa-miR-6089,hsa-miR-6510-5p,hsa-miR-6763-5p,hsa-miR-7111-3p	Fat body mass,Obesity,-	BTBD10	TNMD
ENSG00000290319	ENSG00000290319	5.946468284	0.018683097	Normal vs Doxo-treated	HSALNG0061314	integenic	Q90	hsa-miR-3180-3p,hsa-miR-3180,hsa-miR-6816-5p	-	NRF1	TNMD
ENSG00000261183	SPINT1-AS1	4.441367789	0.032507801	Normal vs Doxo-treated	HSALNG0105295	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-1178-5p,hsa-miR-5787,hsa-miR-6089,hsa-miR-6780a-3p	Blood protein measurement,-	PPP1R14D	TNMD
ENSG00000289501	ENSG00000289501	8.370367309	0.000539725	Normal vs Doxo-treated	NA	NA	NA	NA	NA	POU3F2	TNMD
ENSG00000225039	LINC01058	4.121106515	0.032148128	Normal vs Doxo-treated	HSALNG0096114	integenic	Q50	hsa-miR-646,hsa-miR-4505	NA	HMGB1	TNMD
ENSG00000250532	ENSG00000250532	3.866113583	0.033453669	Normal vs Doxo-treated	HSALNG0035213	integenic	Q50	NA	NA	BTC	TNMD
ENSG00000227748	ENSG00000227748	5.927673078	0.000294665	Normal vs Doxo-treated	HSALNG0054151	integenic	Q50	NA	-	ADGB	TNMD
ENSG00000290097	ENSG00000290097	5.653656977	0.033453669	Normal vs Doxo-treated	HSALNG0022818	integenic	Q50	hsa-miR-619-5p	Seasonal gut microbiome measurement,Carpal tunnel syndrome,-	FBXO36	TNMD
ENSG00000235615	ENSG00000235615	5.754459237	0.028051961	Normal vs Doxo-treated	HSALNG0146599	integenic	Not conserved	NA	NA	ANKRD30BL	TNMD
ENSG00000287381	ENSG00000287381	6.821641006	0.04749355	Normal vs Doxo-treated	HSALNG0121537	intronic_antisense	Q50	NA	NA	MRO	TNMD
ENSG00000253270	ENSG00000253270	4.592016686	0.015827865	Normal vs Doxo-treated	HSALNG0150155	anti_sense	Not conserved	hsa-miR-6796-3p	Response to antidepressant,Asparaginase hypersensitivity	INTS10	TNMD
ENSG00000279182	ENSG00000279182	7.59162851	0.001247746	Normal vs Doxo-treated	HSALNG0136279	anti_sense	Q75	hsa-miR-4632-3p,hsa-miR-5001-3p,hsa-miR-5589-5p,hsa-miR-6845-5p,hsa-miR-6893-3p	-	PPP6R2	TNMD
ENSG00000287054	ENSG00000287054	4.129700524	0.035366914	Normal vs Doxo-treated	HSALNG0148703	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-6089	NA	HSPA4	SCYL3
ENSG00000227906	SNAP25-AS1	6.521769188	0.006095524	Normal vs Doxo-treated	HSALNG0128611	integenic	Q50	NA	NA	MKKS	PNPLA4
ENSG00000286485	ENSG00000286485	5.762753288	0.032196047	Normal vs Doxo-treated	HSALNG0135243	anti_sense	Q75	NA	-	NCF4	CEACAM21
ENSG00000286409	ENSG00000286409	5.650877522	0.033290417	Normal vs Doxo-treated	HSALNG0077142	integenic	Not conserved	NA	-	EPC1	TKTL1
ENSG00000253394	LINC00534	5.53626656	0.041414599	Normal vs Doxo-treated	HSALNG0066871	integenic	Not conserved	hsa-miR-4430	NA	NECAB1	FMO3
ENSG00000235660	LINC00345	3.427465994	0.04413482	Normal vs Doxo-treated	HSALNG0097265	integenic	Not conserved	hsa-miR-6821-5p,hsa-miR-7109-5p	Ovarian carcinoma,Age at onset,-	VPS36	TFAP2B
ENSG00000287175	ENSG00000287175	5.530310478	0.02275397	Normal vs Doxo-treated	HSALNG0142491	integenic	Not conserved	hsa-miR-6089	Gut microbiome measurement,Mean corpuscular volume,-	PFKP	TFAP2B
ENSG00000254416	LINC02732	5.545360849	0.047964439	Normal vs Doxo-treated	HSALNG0087054	integenic	Q75	hsa-miR-4505	Cognition,Serum metabolite measurement; Coronary artery disease,Angina pectoris; Antithrombotic agent use measurement; Aspirin use measurement; Myocardial infarction,Angina pectoris; Vasodilators used in cardiac diseases use measurement; Aspirin use measurement,Body height,Coronary artery disease,-	FDX1	TFAP2B
ENSG00000242009	ENSG00000242009	6.246809591	0.025566332	Normal vs Doxo-treated	HSALNG0027097	integenic	Q90	NA	Grip strength measurement,Loneliness measurement,Chronotype measurement,Extraversion,Social interaction measurement; Loneliness measurement,Intelligence,-	CADM2	TFAP2B
ENSG00000288994	ENSG00000288994	5.64801821	0.035627603	Normal vs Doxo-treated	HSALNG0014301	sense	Not conserved	NA	Protein measurement,-	ATL2	TFAP2B
ENSG00000286339	ENSG00000286339	6.314301439	0.002719224	Normal vs Doxo-treated	HSALNG0053093	anti_sense	Q90	hsa-miR-4257,hsa-miR-4266	-	PLN	TFAP2B
ENSG00000273760	ENSG00000273760	6.31572746	0.023778773	Normal vs Doxo-treated	HSALNG0142768	integenic	Q50	NA	NA	FAM25C	TFAP2D
ENSG00000227484	ENSG00000227484	6.511615143	0.010441981	Normal vs Doxo-treated	HSALNG0136279	anti_sense	Q75	hsa-miR-4632-3p,hsa-miR-5001-3p,hsa-miR-5589-5p,hsa-miR-6845-5p,hsa-miR-6893-3p	-	PPP6R2	TFAP2D
ENSG00000285911	ENSG00000285911	8.38226226	0.000190488	Normal vs Doxo-treated	HSALNG0070297	integenic	Not conserved	NA	Mean corpuscular volume; Mean corpuscular hemoglobin; Mean corpuscular hemoglobin concentration	RPS6	TFAP2D
ENSG00000273784	ENSG00000273784	4.645822553	0.022169733	Normal vs Doxo-treated	HSALNG0097270	sense	Not conserved	NA	-	HNRNPA1L2	TFAP2D
ENSG00000285899	ENSG00000285899	6.420412391	0.03001461	Normal vs Doxo-treated	HSALNG0137522	integenic	Q75	hsa-miR-6895-5p	NA	MAOA	TFAP2D
ENSG00000236908	LINC02827	8.55103963	0.000182903	Normal vs Doxo-treated	HSALNG0088646	integenic	Q50	hsa-miR-4695-5p,hsa-miR-6791-3p	Glomerular filtration rate,-	TSPAN9	TFAP2D
ENSG00000226017	PRICKLE2-AS3	4.07923159	0.040992528	Normal vs Doxo-treated	HSALNG0026567	anti_sense	Q50	NA	Serum igg glycosylation measurement	ATXN7	PAX7
ENSG00000291144	ENSG00000291144	7.684952937	0.000733667	Normal vs Doxo-treated	HSALNG0082349	overlap_sense	Not conserved	NA	Lung carcinoma,Mean corpuscular hemoglobin concentration,Hip bone mineral density; Hip bone size,Diastolic blood pressure,-	OR52K1	NR1H4
ENSG00000230731	LINC02938	4.012823725	0.043249912	Normal vs Doxo-treated	HSALNG0096739	integenic	Q50	hsa-miR-874-3p,hsa-miR-6764-3p	Hair colour measurement,Forced expiratory volume; Fev/fec ratio,Balding measurement,Fev/fec ratio,Dupuytren contracture; Chronic obstructive pulmonary disease,Heel bone mineral density,Body height,Peripheral arterial disease; Traffic air pollution measurement,-	SMIM2	NR1H4
ENSG00000290695	ENSG00000290695	5.650877525	0.033290417	Normal vs Doxo-treated	HSALNG0087886	integenic	Not conserved	NA	Taurocholate measurement,-	OR8B8	NR1H4
ENSG00000269915	ENSG00000269915	5.650878718	0.033273116	Normal vs Doxo-treated	HSALNG0143112	anti_sense	Q50	hsa-miR-5787,hsa-miR-6793-3p	-	DEAF1	NR1H4
ENSG00000265073	ENSG00000265073	4.619874273	0.030869738	Normal vs Doxo-treated	HSALNG0115511	anti_sense	Q75	hsa-miR-3620-5p,hsa-miR-4492,hsa-miR-4505,hsa-miR-1587,hsa-miR-6089	Varicose veins,Reticulocyte measurement,-	TLCD1	NR1H4
ENSG00000259380	LINC02895	5.938635397	0.024774158	Normal vs Doxo-treated	HSALNG0105106	integenic	Q75	hsa-miR-103a-1-5p,hsa-miR-4535	Lycopene measurement,Femoral neck bone mineral density; Spine bone mineral density,Bone density,Body height,Tryptophan measurement,Self reported educational attainment; Mathematical ability,Chagas cardiomyopathy,Hypersomnia,Mathematical ability,Bipolar disorder,Lean body mass,Body weight,Fev/fec ratio; Response to bronchodilator,-	RASGRP1	NR1H4
ENSG00000286071	ENSG00000286071	5.542088783	0.041828943	Normal vs Doxo-treated	HSALNG0011461	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-4257	Arterial stiffness measurement,Cotinine measurement,Adolescent idiopathic scoliosis,Serum alanine aminotransferase measurement,-	NA	NR1H4
ENSG00000287989	ENSG00000287989	6.479102605	0.016762958	Normal vs Doxo-treated	HSALNG0009497	integenic	Not conserved	NA	C-reactive protein measurement,Pulse pressure measurement; Neutrophil count,Response to antineoplastic agent; Response to cyclophosphamide,Cleft lip; Cleft palate,-	ATP6V1G3	NR1H4
ENSG00000224173	LINC02831	5.014422323	0.034196831	Normal vs Doxo-treated	HSALNG0015645	integenic	Q50	hsa-miR-210-5p	Bmi-adjusted waist-hip ratio,Lung carcinoma,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Low density lipoprotein triglyceride measurement; Body fat percentage; Visceral adipose tissue measurement; Body height; High density lipoprotein cholesterol measurement; Aspartate aminotransferase measurement,Body weight; Body mass index,Gastroesophageal reflux disease,Body mass index,Barrett's esophagus,Waist-hip ratio; Bmi-adjusted waist-hip ratio,Peptic ulcer disease; Peptic ulcer and gastro-oesophageal reflux disease (gord) drug use measurement; Gastroesophageal reflux disease,-	ETAA1	CLCA1
ENSG00000250891	LINC02208	5.858847422	0.024285718	Normal vs Doxo-treated	HSALNG0044371	integenic	Q75	NA	NA	DTWD2	CLCA1
ENSG00000287526	ENSG00000287526	5.864841463	0.033453669	Normal vs Doxo-treated	HSALNG0125469	integenic	Q50	NA	Fusiform gyrus volume measurement,-	PEPD	CLCA1
ENSG00000251450	RASGRF2-AS1	5.960660566	0.03690938	Normal vs Doxo-treated	HSALNG0043014	anti_sense	Q75	hsa-miR-6891-5p,hsa-miR-6893-3p	Risk-taking behaviour,Smoking status measurement,-	DHFR	CLCA1
ENSG00000226005	LINC02660	9.706444832	7.61e-05	Normal vs Doxo-treated	HSALNG0075747	integenic	Not conserved	hsa-miR-6089	NA	PFKP	C8B
ENSG00000272568	CPVL-AS2	6.24960606	0.020205555	Normal vs Doxo-treated	HSALNG0056940	anti_sense	Q50	hsa-miR-210-5p,hsa-miR-6089	Lobe attachment,Response to irinotecan,Neuropsychological test,-	CHN2	C8B
ENSG00000289540	ENSG00000289540	6.720952164	0.021601403	Normal vs Doxo-treated	HSALNG0041373	anti_sense,sense	Q50	NA	Ankylosing spondylitis,Complement component c7 measurement,Serum urea measurement,Urate measurement,Mental or behavioural disorder,Hematocrit; Hemoglobin measurement,Gastric carcinoma,Blood urea nitrogen measurement,Erythrocyte count,Red blood cell density measurement,-	TTC33	C8B
ENSG00000272078	ENSG00000272078	7.103455589	0.002060829	Normal vs Doxo-treated	HSALNG0000789	anti_sense	Q50	hsa-miR-505-3p	NA	PEX14	C8B
ENSG00000287165	ENSG00000287165	6.562434551	0.018987986	Normal vs Doxo-treated	HSALNG0018070	integenic	Not conserved	hsa-miR-619-5p	NA	SLC35F5	C8B
ENSG00000218018	RBM38-AS1	4.750065007	0.012340518	Normal vs Doxo-treated	HSALNG0146983	anti_sense	Q75	hsa-miR-4720-5p	Reticulocyte measurement,Myeloid white cell count,Neutrophil count,Reticulocyte count; Reticulocyte measurement,Reticulocyte count,Mean reticulocyte volume,-	HMGB1P1	C8B
ENSG00000290549	ENSG00000290549	4.081299612	0.043357578	Normal vs Doxo-treated	HSALNG0071491	integenic	Not conserved	hsa-miR-6089	NA	FOXD4L5	C8B
ENSG00000272841	MAP3K4-AS1	4.242250608	0.000218503	Normal vs Doxo-treated	NA	NA	NA	NA	NA	AGPAT4	ANK1
ENSG00000287021	ENSG00000287021	7.41192765	0.001802416	Normal vs Doxo-treated	HSALNG0037019	anti_sense	Q50	hsa-miR-1224-3p,hsa-miR-4505,hsa-miR-5589-5p	Serum igg glycosylation measurement,Mean corpuscular volume,Mean reticulocyte volume,Susceptibility to rubella infection measurement,Mean corpuscular volume; Mean corpuscular hemoglobin; Mean corpuscular hemoglobin concentration,Trans fatty acid measurement; Trans/trans-18:2 fatty acid measurement,-	MFSD8	CDH10
ENSG00000236719	OVAAL	5.655154273	0.002606667	Normal vs Doxo-treated	HSALNG0008817	integenic	Not conserved	NA	NA	XPR1	ADAM28
ENSG00000253695	PINX1-DT	4.541176715	0.023333657	Normal vs Doxo-treated	HSALNG0063393	anti_sense	Not conserved	hsa-miR-4478,hsa-miR-4632-3p,hsa-miR-6729-3p	-	C8orf74	GUCA2B
ENSG00000225172	ENSG00000225172	5.762763699	0.032213934	Normal vs Doxo-treated	HSALNG0009524	integenic	Not conserved	NA	-	PTPRC	GUCA2B
ENSG00000237074	LINC02942	5.417917297	0.0492219	Normal vs Doxo-treated	HSALNG0010093	integenic	Not conserved	hsa-miR-297	Blood protein measurement,Hypermetropia; Cognitive function measurement; Myopia,Posterior cortical atrophy; Complement decay-accelerating factor measurement,Abnormality of refraction; Refractive error	CD55	GUCA2B
ENSG00000257702	LBX2-AS1	3.359839356	0.00903798	Normal vs Doxo-treated	HSALNG0016063	anti_sense	Q90	hsa-miR-4492,hsa-miR-6726-5p	-	TTC31	NFE2L3
ENSG00000234956	LINC02539	7.043930651	0.008154197	Normal vs Doxo-treated	HSALNG0053785	integenic	Not conserved	NA	NA	OLIG3	NPFFR2
ENSG00000249421	ADAMTS19-AS1	5.542095082	0.041829311	Normal vs Doxo-treated	HSALNG0044748	anti_sense	Q50	hsa-miR-6877-3p	Intraocular pressure measurement,Energy intake,Cortical surface area measurement; Brain volume measurement; Cortical thickness,Protein measurement,Forced expiratory volume; Fev/fec ratio,Fev/fec ratio,Joint damage measurement,Body height,-	FBN2	NPFFR2
ENSG00000287969	ENSG00000287969	6.343166591	0.013160935	Normal vs Doxo-treated	HSALNG0078205	anti_sense	Q90	hsa-miR-4492	-	PHYHIPL	NPFFR2
ENSG00000230109	LINC02643	8.82074778	0.000142597	Normal vs Doxo-treated	HSALNG0076580	integenic	Q50	hsa-miR-619-5p,hsa-miR-378j,hsa-miR-6760-3p	-	NEBL	NPFFR2
ENSG00000189275	LINC01164	10.38996206	1.81e-06	Normal vs Doxo-treated	HSALNG0142896	integenic	Not conserved	NA	NA	BNIP3	NPFFR2
ENSG00000253824	ENSG00000253824	6.272818223	0.014114414	Normal vs Doxo-treated	HSALNG0067287	integenic	Q50	NA	NA	RNF19A	NPFFR2
ENSG00000245904	BTG1-DT	3.47965331	0.040232618	Normal vs Doxo-treated	HSALNG0143464	integenic	Not conserved	hsa-miR-7703	Eosinophil count; Eosinophil percentage of leukocytes,Covid-19,-	PLEKHG7	ZNF76
ENSG00000236671	PRKG1-AS1	3.509514437	0.01590506	Normal vs Doxo-treated	HSALNG0077999	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-6510-5p	Eosinophilic esophagitis,Heel bone mineral density,Periodontitis,Dickkopf‐related protein 1 measurement,Blood protein measurement,Behcet's syndrome,Stressful life event measurement; Alcohol dependence measurement,-	MBL2	COL17A1
ENSG00000259869	ENSG00000259869	4.087231215	0.032191273	Normal vs Doxo-treated	HSALNG0077502	integenic	Not conserved	NA	-	ZNF33B	ADGRF5
ENSG00000248429	GASK1B-AS1	3.988874265	0.001197637	Normal vs Doxo-treated	HSALNG0038152	anti_sense,sense	Q50	hsa-miR-486-3p,hsa-miR-4466	Blood osmolality measurement,-	TMEM144	ABCC9
ENSG00000265728	ENSG00000265728	5.542089895	0.041828943	Normal vs Doxo-treated	HSALNG0120011	integenic	Not conserved	NA	3-hydroxypropylmercapturic acid measurement,-	NAPG	GUCY2C
ENSG00000291007	ENSG00000291007	5.769476171	0.046605412	Normal vs Doxo-treated	NA	NA	NA	NA	NA	CAV3	SCT
ENSG00000289578	ENSG00000289578	4.795675887	0.026517373	Normal vs Doxo-treated	HSALNG0060952	integenic	Q75	hsa-miR-6894-5p	Bmi-adjusted waist-hip ratio,Heel bone mineral density,Grip strength measurement,Protein measurement,-	FAM3C	CHAT
ENSG00000226644	ENSG00000226644	4.407934732	0.02009727	Normal vs Doxo-treated	HSALNG0128172	sense	Q75	hsa-miR-6085	Basal cell carcinoma,Diastolic blood pressure,Keratinocyte carcinoma,-	NA	CHAT
ENSG00000272081	FCHO2-DT	6.033567945	9.43e-05	Normal vs Doxo-treated	HSALNG0042600	anti_sense	Q75	hsa-miR-4466,hsa-miR-3960	Serum urea measurement; Serum albumin measurement; Aspartate aminotransferase measurement,Calcium measurement,Heel bone mineral density,Albumin:globulin ratio measurement; Serum non-albumin protein measurement,Monocyte count,Mean reticulocyte volume; Mean corpuscular volume; Serum albumin measurement,-	ZNF366	TBX21
ENSG00000244040	IL12A-AS1	5.539154988	0.03987439	Normal vs Doxo-treated	HSALNG0030211	integenic	Not conserved	NA	NA	NA	ARHGEF10L
ENSG00000245928	SDAD1-AS1	5.653656988	0.033453669	Normal vs Doxo-treated	HSALNG0035291	anti_sense	Not conserved	NA	Lung carcinoma,Blood protein measurement,-	ART3	WSCD2
ENSG00000276436	ENSG00000276436	4.100510506	0.034804393	Normal vs Doxo-treated	HSALNG0097074	integenic	Q75	hsa-miR-885-3p,hsa-miR-6812-3p	-	ARL11	WSCD2
ENSG00000231394	ENSG00000231394	7.460641416	0.001218121	Normal vs Doxo-treated	HSALNG0058196	anti_sense	Q75	NA	Eye colour measurement,-	LANCL2	WSCD2
ENSG00000256422	LINC02552	5.856192759	0.022494495	Normal vs Doxo-treated	HSALNG0086855	integenic	Q50	hsa-miR-619-5p	Matrix metalloproteinase measurement,Allergic sensitization measurement,Self reported educational attainment,Matrix metalloproteinase 12 measurement,Mathematical ability,-	CASP12	WSCD2
ENSG00000254166	CASC19	4.266673265	0.02901269	Normal vs Doxo-treated	HSALNG0068428	integenic	Not conserved	hsa-miR-10226	Bmi-adjusted hip circumference	LRATD2	WSCD2
ENSG00000223646	ENSG00000223646	5.754459401	0.028051961	Normal vs Doxo-treated	HSALNG0060625	anti_sense	Q50	NA	-	LSMEM1	KCNQ2
ENSG00000287201	ENSG00000287201	5.769471339	0.046605412	Normal vs Doxo-treated	HSALNG0068614	anti_sense	Q50	NA	-	EFR3A	TYR
ENSG00000289885	ENSG00000289885	4.918937466	0.011895036	Normal vs Doxo-treated	HSALNG0029913	sense	Q75	hsa-miR-619-5p,hsa-miR-6803-5p	Lysophosphatidylcholine 20:5 measurement,Trauma exposure measurement,Lymphocyte count,Pr interval,Platelet count,Covid-19,Lysophosphatidylcholine 22:6 measurement,Cerebral amyloid deposition measurement,Hair color; Cutaneous melanoma,Lymphocyte percentage of leukocytes,-	RAP2B	TYR
ENSG00000290778	ENSG00000290778	5.841755036	0.041414599	Normal vs Doxo-treated	HSALNG0134828	anti_sense	Not conserved	NA	Reticulocyte count; Reticulocyte measurement,Reticulocyte measurement; Aspartate aminotransferase measurement,Pathological myopia,Reticulocyte count,Aspartate aminotransferase measurement,Heel bone mineral density,-	RFPL1	TYR
ENSG00000227253	ENSG00000227253	6.272817889	0.014114414	Normal vs Doxo-treated	HSALNG0077133	anti_sense	Q50	NA	Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio; Waist-hip ratio,-	CCDC7	TYR
ENSG00000288755	ENSG00000288755	7.22754284	0.019175407	Normal vs Doxo-treated	HSALNG0142490	integenic	Q75	NA	NA	PFKP	TYR
ENSG00000256568	ENSG00000256568	5.53915587	0.039938769	Normal vs Doxo-treated	HSALNG0085610	integenic	Not conserved	hsa-miR-4485-5p	NA	P2RY2	CPB2
ENSG00000204661	C5orf60	7.13064163	0.003285157	Normal vs Doxo-treated	HSALNG0047097	integenic	Not conserved	hsa-miR-762,hsa-miR-4437,hsa-miR-5787,hsa-miR-6802-3p	NA	HNRNPH1	CPB2
ENSG00000256654	ENSG00000256654	5.53915585	0.039938769	Normal vs Doxo-treated	HSALNG0088766	integenic	Not conserved	NA	NA	KCNA1	CPB2
ENSG00000227258	SMIM2-AS1	3.509151784	0.039062654	Normal vs Doxo-treated	HSALNG0096738	integenic	Not conserved	NA	NA	NA	PREP
