"Ensembl_ID" "Gene_symbol" "Biotype" "ctrl_1" "ctrl_2" "Doxo1" "Doxo2"
"ENSG00000002586" "CD99" "Protein_Coding" 465.4672286 639.261389 344.3901835 406.5578414
"ENSG00000002587" "HS3ST1" "Protein_Coding" 5.319017582 0.236005928 2.197875496 0.254720981
"ENSG00000002726" "AOC1" "Protein_Coding" 0 0 0 0.023156453
"ENSG00000002745" "WNT16" "Protein_Coding" 0 0.052445762 0.144914868 0.046312906
"ENSG00000002746" "HECW1" "Protein_Coding" 2.579723527 2.124053348 1.449148679 0.602067772
"ENSG00000002822" "MAD1L1" "Protein_Coding" 0 0.131114404 0 0.092625811
"ENSG00000002834" "LASP1" "Protein_Coding" 316.747497 746.2245199 335.5503766 881.4272184
"ENSG00000002919" "SNX11" "Protein_Coding" 20.21226681 22.15833431 18.01774857 16.2789863
"ENSG00000002933" "TMEM176A" "Protein_Coding" 0 0 0.024152478 0.023156453
"ENSG00000003056" "M6PR" "Protein_Coding" 75.47685948 82.94297208 90.11289534 137.526173
"ENSG00000003096" "KLHL13" "Protein_Coding" 6.941317944 3.435197389 2.02880815 1.08835328
"ENSG00000003137" "CYP26B1" "Protein_Coding" 6.701962153 0.183560166 24.29739285 4.029222783
"ENSG00000003147" "ICA1" "Protein_Coding" 0.186165615 0.472011855 0.12076239 0.138938717
"ENSG00000003249" "DBNDD1" "Protein_Coding" 3.377576164 1.337366923 12.75250837 6.020677721
"ENSG00000003393" "ALS2" "Protein_Coding" 62.44526641 73.71251803 56.08205387 62.31401442
"ENSG00000003400" "CASP10" "Protein_Coding" 6.888127768 4.038323648 25.45671179 31.6780274
"ENSG00000003402" "CFLAR" "Protein_Coding" 96.83271507 105.2586437 107.2370022 152.6704931
"ENSG00000003436" "TFPI" "Protein_Coding" 221.8296282 180.7805405 88.71205162 70.18720836
"ENSG00000003509" "NDUFAF7" "Protein_Coding" 14.86665414 14.05546413 12.96988068 13.3844297
"ENSG00000003756" "RBM5" "Protein_Coding" 88.98716414 64.19361228 90.90992712 67.73262437
"ENSG00000003987" "MTMR7" "Protein_Coding" 0.159570527 0.157337285 1.038556553 0.625224225
"ENSG00000003989" "SLC7A2" "Protein_Coding" 138.0285062 35.21732896 60.35704247 24.03639798
"ENSG00000004059" "ARF5" "Protein_Coding" 71.06207489 82.13006277 59.92229787 61.04040951
"ENSG00000004139" "SARM1" "Protein_Coding" 42.20640451 12.92788025 26.25374356 14.65803461
"ENSG00000004142" "POLDIP2" "Protein_Coding" 116.4066998 140.7119786 144.6974956 177.4710541
"ENSG00000004399" "PLXND1" "Protein_Coding" 148.7729218 191.6892589 155.783483 90.91223359
"ENSG00000004455" "AK2" "Protein_Coding" 92.49771574 103.4754878 57.12061042 63.12449026
"ENSG00000004468" "CD38" "Protein_Coding" 0.026595088 0 0.169067346 0.115782264
"ENSG00000004478" "FKBP4" "Protein_Coding" 78.24274862 96.36908707 99.62897167 152.508398
"ENSG00000004487" "KDM1A" "Protein_Coding" 96.14124279 107.8809318 72.60234881 96.37715645
"ENSG00000004534" "RBM6" "Protein_Coding" 59.89213797 53.41600826 46.32445277 32.30325162
"ENSG00000004660" "CAMKK1" "Protein_Coding" 10.95717622 9.571351505 10.11988827 5.627018024
"ENSG00000004700" "RECQL" "Protein_Coding" 102.7634197 186.4184599 100.1361737 217.8327513
"ENSG00000004766" "VPS50" "Protein_Coding" 28.27057845 25.59353169 13.50123519 13.36127325
"ENSG00000004776" "HSPB6" "Protein_Coding" 56.80710777 284.8329316 32.21940563 194.4910469
"ENSG00000004777" "ARHGAP33" "Protein_Coding" 6.116870219 4.589004146 1.159318943 0.741006489
"ENSG00000004779" "NDUFAB1" "Protein_Coding" 39.83944169 64.90163007 39.34438663 52.58830425
"ENSG00000004799" "PDK4" "Protein_Coding" 203.1864716 17.72666744 282.5115349 5.696487383
"ENSG00000004809" "SLC22A16" "Protein_Coding" 0 0 0.458897082 0.185251622
"ENSG00000004838" "ZMYND10" "Protein_Coding" 0.319141055 0.262228808 0.338134692 0.231564528
"ENSG00000004846" "ABCB5" "Protein_Coding" 0 0 0.169067346 0.023156453
"ENSG00000004848" "ARX" "Protein_Coding" 0 0 0.12076239 0.532598414
"ENSG00000004864" "SLC25A13" "Protein_Coding" 12.81883237 17.17598695 15.07114626 11.46244412
"ENSG00000004866" "ST7" "Protein_Coding" 19.361224 28.47804859 12.65589846 17.15893151
"ENSG00000004897" "CDC27" "Protein_Coding" 117.4439082 152.5647207 59.02865618 74.6795602
"ENSG00000004939" "SLC4A1" "Protein_Coding" 0.053190176 0 0.096609912 0
"ENSG00000004948" "CALCR" "Protein_Coding" 0 0.209783047 0.096609912 0.162095169
"ENSG00000004961" "HCCS" "Protein_Coding" 20.71757348 28.45182571 33.35457209 44.50670223
"ENSG00000004975" "DVL2" "Protein_Coding" 44.49358207 34.87643151 35.74566741 29.01503533
"ENSG00000005001" "PRSS22" "Protein_Coding" 0 0 0.024152478 0.185251622
"ENSG00000005007" "UPF1" "Protein_Coding" 139.172095 126.0533882 180.2982481 186.3399755
"ENSG00000005020" "SKAP2" "Protein_Coding" 16.11662327 105.3373123 15.31267104 41.35742466
"ENSG00000005022" "SLC25A5" "Protein_Coding" 186.2719957 225.2283235 278.5505285 269.680049
"ENSG00000005059" "MCUB" "Protein_Coding" 22.79199034 36.29246707 6.497016577 9.355206921
"ENSG00000005073" "HOXA11" "Protein_Coding" 0 0 0.12076239 1.25044845
"ENSG00000005075" "POLR2J" "Protein_Coding" 17.63254328 23.60059275 14.99868883 18.91882192
"ENSG00000005100" "DHX33" "Protein_Coding" 36.86079184 36.16135267 53.44943377 51.56942033
"ENSG00000005102" "MEOX1" "Protein_Coding" 0 0 0.024152478 0.115782264
"ENSG00000005108" "THSD7A" "Protein_Coding" 6.22325057 0.576903378 2.101265584 0.115782264
"ENSG00000005156" "LIG3" "Protein_Coding" 17.10064152 19.27381741 19.97409929 19.01144773
"ENSG00000005175" "RPAP3" "Protein_Coding" 28.11100792 32.98838409 22.65502435 23.57326892
"ENSG00000005187" "ACSM3" "Protein_Coding" 0.212760703 0.104891523 0.193219824 0.254720981
"ENSG00000005189" "REXO5" "Protein_Coding" 1.542515099 1.57337285 6.376254187 2.732461427
"ENSG00000005194" "CIAPIN1" "Protein_Coding" 35.95655885 35.7155637 38.90964203 46.26659264
"ENSG00000005206" "SPPL2B" "Protein_Coding" 38.11076097 28.47804859 33.42702952 29.13081759
"ENSG00000005238" "ATOSB" "Protein_Coding" 61.8069843 82.47096022 49.34351251 45.31717808
"ENSG00000005243" "COPZ2" "Protein_Coding" 28.08441283 48.11898633 32.41262545 33.02110166
"ENSG00000005249" "PRKAR2B" "Protein_Coding" 0.265950879 0.655572021 0.821184251 1.111509733
"ENSG00000005302" "MSL3" "Protein_Coding" 32.36622198 36.05646115 35.11770298 42.35315212
"ENSG00000005339" "CREBBP" "Protein_Coding" 72.31204402 68.96617659 58.32823432 53.46824946
"ENSG00000005379" "TSPOAP1" "Protein_Coding" 3.43076634 0 0.700421861 0.046312906
"ENSG00000005381" "MPO" "Protein_Coding" 0.053190176 0.104891523 0.36228717 0.254720981
"ENSG00000005421" "PON1" "Protein_Coding" 0 0 0.024152478 0.023156453
"ENSG00000005436" "GCFC2" "Protein_Coding" 15.93045766 16.93998102 17.19656432 16.32529921
"ENSG00000005448" "WDR54" "Protein_Coding" 22.52603946 22.28944871 14.32241944 11.92557318
"ENSG00000005469" "CROT" "Protein_Coding" 51.2487344 31.3363426 137.1860749 38.43971161
"ENSG00000005471" "ABCB4" "Protein_Coding" 0.026595088 0 0.12076239 0.069469358
"ENSG00000005483" "KMT2E" "Protein_Coding" 99.89115018 94.45481677 34.34482369 21.76706561
"ENSG00000005486" "RHBDD2" "Protein_Coding" 65.37072608 33.40795018 100.2810886 107.2838457
"ENSG00000005513" "SOX8" "Protein_Coding" 2.101011945 0.891577948 1.255928855 4.353413122
"ENSG00000005700" "IBTK" "Protein_Coding" 86.72658167 109.13963 64.07652408 78.66247008
"ENSG00000005801" "ZNF195" "Protein_Coding" 10.74441551 9.650020147 23.18637886 26.37519971
"ENSG00000005810" "MYCBP2" "Protein_Coding" 123.0820668 151.4371368 58.1350145 57.03434318
"ENSG00000005812" "FBXL3" "Protein_Coding" 85.74256341 86.98129573 65.59813019 66.64427109
"ENSG00000005844" "ITGAL" "Protein_Coding" 0 0.052445762 0.410592126 0.277877433
"ENSG00000005882" "PDK2" "Protein_Coding" 32.20665146 18.38223946 20.57791124 12.71289257
"ENSG00000005884" "ITGA3" "Protein_Coding" 875.5634841 932.2496365 884.8260308 532.4826316
"ENSG00000005889" "ZFX" "Protein_Coding" 38.2703315 29.36962653 23.6935809 23.17960923
"ENSG00000005893" "LAMP2" "Protein_Coding" 359.0336868 367.5136749 313.6682315 315.2056352
"ENSG00000005961" "ITGA2B" "Protein_Coding" 0.239355791 0.078668643 0.313982214 0.254720981
"ENSG00000005981" "ASB4" "Protein_Coding" 0.026595088 0 0.24152478 0.046312906
"ENSG00000006007" "GDE1" "Protein_Coding" 153.1079211 153.37763 112.7920722 108.9279539
"ENSG00000006015" "REX1BD" "Protein_Coding" 28.16419809 30.9167765 16.10970281 16.04742177
"ENSG00000006016" "CRLF1" "Protein_Coding" 45.66376594 41.79927205 50.84096615 44.2288248
"ENSG00000006025" "OSBPL7" "Protein_Coding" 16.59533485 6.529497328 15.77156812 1.273604903
"ENSG00000006042" "TMEM98" "Protein_Coding" 63.18992887 44.23799997 50.04393437 31.26121125
"ENSG00000006047" "YBX2" "Protein_Coding" 0.026595088 0.026222881 0.555506994 0.393659697
"ENSG00000006059" "KRT33A" "Protein_Coding" 0 0 0.024152478 0
"ENSG00000006062" "MAP3K14" "Protein_Coding" 10.71782043 9.938471836 7.221590916 5.696487383
"ENSG00000006071" "ABCC8" "Protein_Coding" 0 0 0.338134692 0.046312906
"ENSG00000006116" "CACNG3" "Protein_Coding" 0 0 0.048304956 0
"ENSG00000006118" "TMEM132A" "Protein_Coding" 134.5711448 27.29801895 170.3232747 45.57189906
"ENSG00000006125" "AP2B1" "Protein_Coding" 404.9899987 562.2972337 272.6573239 342.4144672
"ENSG00000006128" "TAC1" "Protein_Coding" 0 0.104891523 0.217372302 0.879945205
"ENSG00000006194" "ZNF263" "Protein_Coding" 13.43051939 12.56075992 12.43852616 20.60924297
"ENSG00000006210" "CX3CL1" "Protein_Coding" 0.239355791 0 1.690673459 0.393659697
"ENSG00000006282" "SPATA20" "Protein_Coding" 103.3219165 54.62226078 72.77141615 27.46355299
"ENSG00000006283" "CACNA1G" "Protein_Coding" 1.382944571 0.288451689 18.95969521 11.60138284
"ENSG00000006327" "TNFRSF12A" "Protein_Coding" 161.6183492 190.8763496 141.7025883 116.0832978
"ENSG00000006377" "DLX6" "Protein_Coding" 0 0 0.024152478 0.023156453
"ENSG00000006432" "MAP3K9" "Protein_Coding" 1.303159307 0.104891523 2.439400276 0.393659697
"ENSG00000006451" "RALA" "Protein_Coding" 77.71084687 225.8314497 100.5950708 174.8775314
"ENSG00000006453" "BAIAP2L1" "Protein_Coding" 13.77625554 4.274329576 41.85624434 10.67512473
"ENSG00000006459" "KDM7A" "Protein_Coding" 15.34536572 13.53100651 18.98384769 34.31786301
"ENSG00000006468" "ETV1" "Protein_Coding" 48.85517649 44.29044573 11.64149439 4.83969863
"ENSG00000006530" "AGK" "Protein_Coding" 23.37708227 26.69489269 15.04699378 12.31923288
"ENSG00000006534" "ALDH3B1" "Protein_Coding" 82.12563146 53.73068283 63.78669435 24.6616222
"ENSG00000006555" "TTC22" "Protein_Coding" 0 0 0.12076239 0.092625811
"ENSG00000006576" "PHTF2" "Protein_Coding" 61.22189236 58.10990393 36.49439423 58.86370295
"ENSG00000006606" "CCL26" "Protein_Coding" 0.319141055 0.236005928 1.352538767 3.774501802
"ENSG00000006607" "FARP2" "Protein_Coding" 55.6369239 67.36658086 23.81434329 38.85652776
"ENSG00000006611" "USH1C" "Protein_Coding" 0 0 0.144914868 0
"ENSG00000006625" "GGCT" "Protein_Coding" 12.34012079 15.44527681 9.467771368 10.0499005
"ENSG00000006634" "DBF4" "Protein_Coding" 6.781747416 10.46292945 2.318637886 5.140732516
"ENSG00000006638" "TBXA2R" "Protein_Coding" 1.27656422 2.700956726 1.352538767 1.597795241
"ENSG00000006652" "IFRD1" "Protein_Coding" 13.13797343 6.555720209 23.52451355 18.7798832
"ENSG00000006659" "LGALS14" "Protein_Coding" 0 0 0 0.023156453
"ENSG00000006695" "COX10" "Protein_Coding" 11.24972218 13.08521754 6.279644275 9.67939726
"ENSG00000006704" "GTF2IRD1" "Protein_Coding" 16.80809556 13.11144042 9.80590606 5.580705119
"ENSG00000006712" "PAF1" "Protein_Coding" 49.41367333 60.36507168 45.55157347 71.66922134
"ENSG00000006715" "VPS41" "Protein_Coding" 102.0453523 114.646435 72.38497651 70.60402451
"ENSG00000006740" "ARHGAP44" "Protein_Coding" 2.313772648 2.412505037 1.811435849 3.17243403
"ENSG00000006744" "ELAC2" "Protein_Coding" 53.13698564 65.92432242 37.19481609 57.35853352
"ENSG00000006747" "SCIN" "Protein_Coding" 0 0.052445762 0.797031773 0.972571017
"ENSG00000006756" "ARSD" "Protein_Coding" 32.23324654 34.98132303 28.66899136 36.51772603
"ENSG00000006757" "PNPLA4" "Protein_Coding" 13.6432801 12.92788025 12.41437368 8.42894881
"ENSG00000006788" "MYH13" "Protein_Coding" 0 0 0.144914868 0.023156453
"ENSG00000006831" "ADIPOR2" "Protein_Coding" 125.5820051 107.2778055 80.50020911 105.153452
"ENSG00000006837" "CDKL3" "Protein_Coding" 0.531901758 0.655572021 1.062709031 1.157822639
"ENSG00000007001" "UPP2" "Protein_Coding" 0 0 0.096609912 0.162095169
"ENSG00000007038" "PRSS21" "Protein_Coding" 0.026595088 0 0 0.092625811
"ENSG00000007047" "MARK4" "Protein_Coding" 66.6472903 65.58342497 72.86802607 74.2395876
"ENSG00000007062" "PROM1" "Protein_Coding" 0 0 0.386439648 0.254720981
"ENSG00000007080" "CCDC124" "Protein_Coding" 67.25897732 91.43918547 49.65749473 67.50105984
"ENSG00000007129" "CEACAM21" "Protein_Coding" 0 0 0.048304956 0
"ENSG00000007168" "PAFAH1B1" "Protein_Coding" 247.2811274 254.2832755 163.5847334 129.8150743
"ENSG00000007171" "NOS2" "Protein_Coding" 0.026595088 0 0.096609912 0.069469358
"ENSG00000007174" "DNAH9" "Protein_Coding" 0 0 0.144914868 0.138938717
"ENSG00000007202" "BLTP2" "Protein_Coding" 338.7150396 416.5766849 173.0525047 210.7005638
"ENSG00000007216" "SLC13A2" "Protein_Coding" 0 0 0.096609912 0.023156453
"ENSG00000007237" "GAS7" "Protein_Coding" 1.78187089 2.674733845 4.41990347 3.17243403
"ENSG00000007255" "TRAPPC6A" "Protein_Coding" 7.287054087 2.963185534 5.796594715 3.936596972
"ENSG00000007264" "MATK" "Protein_Coding" 0.053190176 0.052445762 0.048304956 0.069469358
"ENSG00000007306" "CEACAM7" "Protein_Coding" 0 0 0.144914868 0.069469358
"ENSG00000007312" "CD79B" "Protein_Coding" 0.026595088 0 0.048304956 0.023156453
"ENSG00000007314" "SCN4A" "Protein_Coding" 0.026595088 0 0.169067346 0.092625811
"ENSG00000007341" "ST7L" "Protein_Coding" 11.24972218 14.99948784 11.1825973 13.87071521
"ENSG00000007350" "TKTL1" "Protein_Coding" 0 0 0.072457434 0.046312906
"ENSG00000007372" "PAX6" "Protein_Coding" 0.079785264 0 0.072457434 0.115782264
"ENSG00000007376" "RPUSD1" "Protein_Coding" 26.32913703 31.467457 10.26480314 18.31675414
"ENSG00000007384" "RHBDF1" "Protein_Coding" 67.63130855 153.7185275 126.7038995 141.8564297
"ENSG00000007392" "LUC7L" "Protein_Coding" 34.46723393 21.92232838 34.92448316 29.40869502
"ENSG00000007402" "CACNA2D2" "Protein_Coding" 0.13297544 0.104891523 0.193219824 0.277877433
"ENSG00000007516" "BAIAP3" "Protein_Coding" 4.866901087 1.730710135 1.086861509 2.014611391
"ENSG00000007520" "TSR3" "Protein_Coding" 50.77002282 88.34488553 36.25286945 57.65956741
"ENSG00000007541" "PIGQ" "Protein_Coding" 36.70122131 30.99544515 31.47067881 17.78415573
"ENSG00000007545" "CRAMP1" "Protein_Coding" 16.64852503 12.42964552 16.83427715 14.91275559
"ENSG00000007866" "TEAD3" "Protein_Coding" 19.65376996 32.568818 64.36635382 128.472
"ENSG00000007908" "SELE" "Protein_Coding" 0 0 0.144914868 0.046312906
"ENSG00000007923" "DNAJC11" "Protein_Coding" 59.01450007 74.36809005 59.53585822 75.28162797
"ENSG00000007933" "FMO3" "Protein_Coding" 2.739294054 0.104891523 0.845336729 0.069469358
"ENSG00000007944" "MYLIP" "Protein_Coding" 31.16944303 11.72162773 21.68892523 19.75245422
"ENSG00000007952" "NOX1" "Protein_Coding" 0.026595088 0 0.12076239 0.046312906
"ENSG00000007968" "E2F2" "Protein_Coding" 0.159570527 0.157337285 0.60381195 0.162095169
"ENSG00000008018" "PSMB1" "Protein_Coding" 119.0928037 160.1693561 86.65909099 114.8328493
"ENSG00000008056" "SYN1" "Protein_Coding" 4.999876527 4.40544398 3.357194439 12.5507974
"ENSG00000008083" "JARID2" "Protein_Coding" 23.51005771 33.32928154 12.80081333 16.48739438
"ENSG00000008086" "CDKL5" "Protein_Coding" 12.68585693 11.85274214 8.912264375 10.3972473
"ENSG00000008118" "CAMK1G" "Protein_Coding" 0.026595088 2.019161824 0.144914868 0.231564528
"ENSG00000008128" "CDK11A" "Protein_Coding" 2.659508791 1.88804742 2.463552754 2.223019466
"ENSG00000008130" "NADK" "Protein_Coding" 70.18443699 80.21579247 71.75701208 68.86729055
"ENSG00000008196" "TFAP2B" "Protein_Coding" 0 0 0.024152478 0.046312906
"ENSG00000008197" "TFAP2D" "Protein_Coding" 0.026595088 0 0.048304956 0
"ENSG00000008226" "DLEC1" "Protein_Coding" 0.159570527 0.288451689 0.60381195 0.254720981
"ENSG00000008256" "CYTH3" "Protein_Coding" 60.68999061 81.42204499 65.40491037 104.0187859
"ENSG00000008277" "ADAM22" "Protein_Coding" 1.303159307 0.917800829 0.797031773 0.578911319
"ENSG00000008282" "SYPL1" "Protein_Coding" 118.7470675 138.3256964 107.3819171 87.29982696
"ENSG00000008283" "CYB561" "Protein_Coding" 15.42515099 6.005039711 23.28298877 11.02247152
"ENSG00000008294" "SPAG9" "Protein_Coding" 235.4463132 261.3110075 169.1398033 182.1486575
"ENSG00000008300" "CELSR3" "Protein_Coding" 6.568986713 5.821479545 3.043212225 5.187045422
"ENSG00000008311" "AASS" "Protein_Coding" 50.02536035 36.92181621 25.64993161 37.67554866
"ENSG00000008323" "PLEKHG6" "Protein_Coding" 0.026595088 0.078668643 0.265677258 0.231564528
"ENSG00000008324" "SS18L2" "Protein_Coding" 9.973157965 12.32475399 4.250836125 5.974364816
"ENSG00000008382" "MPND" "Protein_Coding" 11.35610254 8.18153882 5.748289759 6.50696323
"ENSG00000008394" "MGST1" "Protein_Coding" 239.6483371 232.4133928 221.8405102 172.7471377
"ENSG00000008405" "CRY1" "Protein_Coding" 12.07416991 17.5168844 20.48130133 33.62316943
"ENSG00000008438" "PGLYRP1" "Protein_Coding" 0 0 0 0
"ENSG00000008441" "NFIX" "Protein_Coding" 345.2574312 271.0659192 125.7378004 76.43945061
"ENSG00000008513" "ST3GAL1" "Protein_Coding" 173.0010468 89.81336686 50.2371542 108.3027296
"ENSG00000008516" "MMP25" "Protein_Coding" 0.319141055 0.419566093 0.24152478 1.25044845
"ENSG00000008517" "IL32" "Protein_Coding" 1.063803516 1.284921161 10.43387049 1.852516222
"ENSG00000008710" "PKD1" "Protein_Coding" 307.2264555 215.656972 165.2512543 75.5131925
"ENSG00000008735" "MAPK8IP2" "Protein_Coding" 1.196778956 0.786686425 0.724574339 0.810475847
"ENSG00000008838" "MED24" "Protein_Coding" 63.7750208 73.45028922 58.30408184 72.96598269
"ENSG00000008853" "RHOBTB2" "Protein_Coding" 25.31852369 29.94652991 7.65633552 5.140732516
"ENSG00000008869" "HEATR5B" "Protein_Coding" 45.90312173 35.7155637 20.23977655 19.2198558
"ENSG00000008952" "SEC62" "Protein_Coding" 270.6316145 257.1677923 226.5985484 210.8858154
"ENSG00000008988" "RPS20" "Protein_Coding" 474.376583 589.4641383 524.1812296 470.4928075
"ENSG00000009307" "CSDE1" "Protein_Coding" 809.873617 1078.83554 665.0626337 797.4387642
"ENSG00000009335" "UBE3C" "Protein_Coding" 199.1706133 222.6060354 158.6817803 177.1700202
"ENSG00000009413" "REV3L" "Protein_Coding" 48.80198631 47.85675752 71.03243774 73.73014563
"ENSG00000009694" "TENM1" "Protein_Coding" 0 0 0.217372302 0.023156453
"ENSG00000009709" "PAX7" "Protein_Coding" 0 0 0.217372302 0.231564528
"ENSG00000009724" "MASP2" "Protein_Coding" 0.292545967 0.236005928 0.265677258 0.162095169
"ENSG00000009765" "IYD" "Protein_Coding" 0 0 0.144914868 0.092625811
"ENSG00000009780" "FAM76A" "Protein_Coding" 7.074293383 6.686834613 10.7478527 9.563614996
"ENSG00000009790" "TRAF3IP3" "Protein_Coding" 0.026595088 0.026222881 0.096609912 0.023156453
"ENSG00000009830" "POMT2" "Protein_Coding" 24.68024158 35.45333489 21.83384009 33.92420331
"ENSG00000009844" "VTA1" "Protein_Coding" 87.25848343 95.84462945 71.03243774 93.69100793
"ENSG00000009950" "MLXIPL" "Protein_Coding" 0.079785264 0 0.313982214 0.138938717
"ENSG00000009954" "BAZ1B" "Protein_Coding" 160.049239 175.0901753 87.7459525 83.73373323
"ENSG00000010017" "RANBP9" "Protein_Coding" 84.46599919 69.67419438 52.16935244 77.6204297
"ENSG00000010030" "ETV7" "Protein_Coding" 0.053190176 0.026222881 3.936853911 3.519780822
"ENSG00000010072" "SPRTN" "Protein_Coding" 16.11662327 14.16035565 30.86686686 39.73647296
"ENSG00000010165" "METTL13" "Protein_Coding" 31.54177426 38.18051449 60.88839699 81.37177505
"ENSG00000010219" "DYRK4" "Protein_Coding" 9.840182526 13.1376633 8.091080123 6.483806777
"ENSG00000010244" "ZNF207" "Protein_Coding" 107.8696766 104.4981801 57.38628768 74.91112473
"ENSG00000010256" "UQCRC1" "Protein_Coding" 122.0714535 170.3962797 134.0704053 169.1578875
"ENSG00000010270" "STARD3NL" "Protein_Coding" 40.13198765 63.40692586 25.19103453 32.39587743
"ENSG00000010278" "CD9" "Protein_Coding" 72.04609314 133.9464753 89.50908339 194.7457678
"ENSG00000010282" "HHATL" "Protein_Coding" 0.026595088 0 0.096609912 0.069469358
"ENSG00000010292" "NCAPD2" "Protein_Coding" 97.36461683 94.1401422 65.42906285 52.24095746
"ENSG00000010295" "IFFO1" "Protein_Coding" 36.59484096 33.82751628 65.11508063 31.60855804
"ENSG00000010310" "GIPR" "Protein_Coding" 0.877637901 0.236005928 1.400843723 0.625224225
"ENSG00000010318" "PHF7" "Protein_Coding" 3.696717219 3.566311793 9.781753582 5.372297044
"ENSG00000010319" "SEMA3G" "Protein_Coding" 0.13297544 0.183560166 2.680925056 0.602067772
"ENSG00000010322" "NISCH" "Protein_Coding" 136.9381076 102.4003497 107.2370022 55.43654794
"ENSG00000010327" "STAB1" "Protein_Coding" 0.079785264 0.262228808 0.289829736 0.393659697
"ENSG00000010361" "FUZ" "Protein_Coding" 9.547636559 7.604635442 13.64615006 8.104758471
"ENSG00000010379" "SLC6A13" "Protein_Coding" 0.13297544 0.078668643 0.217372302 0.208408075
"ENSG00000010404" "IDS" "Protein_Coding" 14.38794256 14.21280141 11.85886669 11.16141024
"ENSG00000010438" "PRSS3" "Protein_Coding" 6.99450812 50.66260577 5.989814539 29.52447729
"ENSG00000010539" "ZNF200" "Protein_Coding" 7.845550933 9.020671007 7.269895872 12.71289257
"ENSG00000010610" "CD4" "Protein_Coding" 3.882882835 0.183560166 3.236432049 0.277877433
"ENSG00000010626" "LRRC23" "Protein_Coding" 6.489201449 6.713057494 4.081768779 3.265059841
"ENSG00000010671" "BTK" "Protein_Coding" 0.106380352 0.052445762 0.193219824 0.208408075
"ENSG00000010704" "HFE" "Protein_Coding" 32.63217286 21.13564195 16.66520981 9.424676279
"ENSG00000010803" "SCMH1" "Protein_Coding" 41.70109784 21.84365974 14.41902935 7.016405191
"ENSG00000010810" "FYN" "Protein_Coding" 80.37035566 87.61064487 53.47358625 49.39271377
"ENSG00000010818" "HIVEP2" "Protein_Coding" 77.76403704 53.3635625 60.33288999 53.69981398
"ENSG00000010932" "FMO1" "Protein_Coding" 0 0 0.169067346 0.115782264
"ENSG00000011007" "ELOA" "Protein_Coding" 93.6944947 125.8173822 109.8213174 106.427057
"ENSG00000011009" "LYPLA2" "Protein_Coding" 37.87140518 60.73219201 90.13704782 153.5735948
"ENSG00000011021" "CLCN6" "Protein_Coding" 18.43039592 17.5168844 12.60759351 7.803724585
"ENSG00000011028" "MRC2" "Protein_Coding" 847.9045927 719.136284 756.7212876 509.5577433
"ENSG00000011052" "NME1-NME2" "Protein_Coding" 0 0 0 0
"ENSG00000011083" "SLC6A7" "Protein_Coding" 0 0 0.169067346 0.023156453
"ENSG00000011105" "TSPAN9" "Protein_Coding" 134.2785988 107.3564741 99.55651423 95.68246286
"ENSG00000011114" "BTBD7" "Protein_Coding" 55.37097302 63.38070298 34.27236625 24.10586734
